6.520930361981992496e-01,1.065332411300011495e-01,9.770859479904174805e-01,1.597637832164764404e-01
7.761121163556692348e-01,1.268610086310607288e-01,9.588513970375061035e-01,1.572207659482955933e-01
8.536702789928236612e-01,1.363275973549750164e-01,1.041226983070373535e+00,1.596865504980087280e-01
9.072637322546547312e-01,1.418927476376140029e-01,1.084569215774536133e+00,1.608098149299621582e-01
9.494435791900313060e-01,1.462742163681906571e-01,1.123803853988647461e+00,1.650215685367584229e-01
9.801538089625353445e-01,1.498249222779541312e-01,1.128012061119079590e+00,1.678397059440612793e-01
1.013013926255742492e+00,1.524946283313009798e-01,1.195681810379028320e+00,1.677648723125457764e-01
1.039449950951254920e+00,1.549338014207045644e-01,1.198155045509338379e+00,1.702977418899536133e-01
1.065964134298929000e+00,1.567666716014711192e-01,1.238164186477661133e+00,1.687956452369689941e-01
1.093423095127136868e+00,1.580099076917841905e-01,1.283186554908752441e+00,1.659201085567474365e-01
1.121614280421387777e+00,1.591060964566516633e-01,1.324756383895874023e+00,1.660289019346237183e-01
1.149373365458320917e+00,1.606122571904393392e-01,1.352686524391174316e+00,1.713729649782180786e-01
1.178661472796759258e+00,1.618896830744226689e-01,1.397471904754638672e+00,1.705549955368041992e-01
1.208420188898772007e+00,1.629392696295138276e-01,1.430383205413818359e+00,1.693437397480010986e-01
1.235406269902222798e+00,1.637303515151503075e-01,1.426569342613220215e+00,1.674813181161880493e-01
1.262909150709811357e+00,1.646877524722385744e-01,1.454601764678955078e+00,1.699890941381454468e-01
1.293999728036126839e+00,1.660819735047621981e-01,1.515868902206420898e+00,1.755915880203247070e-01
1.330244670833262033e+00,1.675879855901952764e-01,1.596323370933532715e+00,1.778790056705474854e-01
1.368335813649210086e+00,1.693709916571498886e-01,1.642855882644653320e+00,1.820550560951232910e-01
1.408281641560867881e+00,1.716284139753658788e-01,1.690387725830078125e+00,1.885872334241867065e-01
1.449586533926478404e+00,1.742019451986874523e-01,1.733552813529968262e+00,1.936351954936981201e-01
1.488524309534677403e+00,1.766412842903500036e-01,1.736326813697814941e+00,1.938691884279251099e-01
1.530882858894236698e+00,1.794960765273516390e-01,1.802686333656311035e+00,2.001800686120986938e-01
1.570053098838262828e+00,1.821058947656107874e-01,1.797966480255126953e+00,1.994141787290573120e-01
1.609006503419751599e+00,1.847786084960547359e-01,1.825174331665039062e+00,2.019878625869750977e-01
1.650769731659605055e+00,1.877373245886510000e-01,1.886639237403869629e+00,2.071360945701599121e-01
1.692396317937648220e+00,1.905641681644321961e-01,1.917513847351074219e+00,2.078386843204498291e-01
1.729672093012396772e+00,1.934308709432667472e-01,1.901716351509094238e+00,2.104375362396240234e-01
1.766389076744635744e+00,1.960945377433720993e-01,1.926334023475646973e+00,2.103782445192337036e-01
1.803307291649975053e+00,1.985390095397158994e-01,1.959630370140075684e+00,2.100438177585601807e-01
1.842473897555208628e+00,2.003449193353654678e-01,2.016752719879150391e+00,2.048271745443344116e-01
1.882288465918779297e+00,2.016395400347772981e-01,2.057618379592895508e+00,2.006287574768066406e-01
1.922378672412195399e+00,2.027788339388988670e-01,2.095104932785034180e+00,2.001533210277557373e-01
1.965132945950871957e+00,2.042838745814646029e-01,2.160877704620361328e+00,2.055944651365280151e-01
2.009225929282896228e+00,2.060587647702168124e-01,2.213639974594116211e+00,2.101984322071075439e-01
2.056355322432400712e+00,2.081612209429988258e-01,2.287860870361328125e+00,2.157019674777984619e-01
2.103105810837208711e+00,2.102271844928265132e-01,2.324391603469848633e+00,2.171582281589508057e-01
2.146454669854567676e+00,2.120284720507472909e-01,2.324780941009521484e+00,2.158624231815338135e-01
2.189482131854532554e+00,2.138031752738279723e-01,2.359913587570190430e+00,2.172342538833618164e-01
2.232188107711806868e+00,2.157107829567541379e-01,2.395039796829223633e+00,2.205379158258438110e-01
