# laptime,x,y,x_ref,y_ref,speed,speed_ref,Tracking Error
2.158071  ,5.047294  ,-0.093176 ,5.090985  ,-0.067393 ,2.100906  ,2.142090  ,0.049912  
2.163393  ,5.061918  ,-0.108273 ,5.090985  ,-0.067393 ,2.102865  ,2.142090  ,0.048728  
2.166407  ,5.061918  ,-0.108273 ,5.090985  ,-0.067393 ,2.102865  ,2.142090  ,0.048728  
2.170322  ,5.061918  ,-0.108273 ,5.090985  ,-0.067393 ,2.102865  ,2.142090  ,0.048728  
2.174226  ,5.076251  ,-0.123673 ,5.090985  ,-0.067393 ,2.104730  ,2.142090  ,0.047961  
2.178108  ,5.076251  ,-0.123673 ,5.090985  ,-0.067393 ,2.104730  ,2.142090  ,0.047961  
2.184687  ,5.090342  ,-0.139318 ,5.090985  ,-0.067393 ,2.106506  ,2.142090  ,0.047538  
2.186211  ,5.090342  ,-0.139318 ,5.090985  ,-0.067393 ,2.106506  ,2.142090  ,0.047538  
2.190068  ,5.090342  ,-0.139318 ,5.090985  ,-0.067393 ,2.106506  ,2.142090  ,0.047538  
2.194772  ,5.104236  ,-0.155163 ,5.090985  ,-0.067393 ,2.108198  ,2.142090  ,0.047395  
2.198481  ,5.104236  ,-0.155163 ,5.090985  ,-0.067393 ,2.108198  ,2.142090  ,0.047395  
2.203358  ,5.117972  ,-0.171167 ,5.090985  ,-0.067393 ,2.109810  ,2.142090  ,0.047475  
2.206305  ,5.117972  ,-0.171167 ,5.090985  ,-0.067393 ,2.109810  ,2.142090  ,0.047475  
2.210245  ,5.117972  ,-0.171167 ,5.090985  ,-0.067393 ,2.109810  ,2.142090  ,0.047475  
2.215008  ,5.131567  ,-0.187310 ,5.221376  ,-0.218147 ,2.111345  ,2.188036  ,0.060038  
2.218664  ,5.131567  ,-0.187310 ,5.221376  ,-0.218147 ,2.111345  ,2.188036  ,0.060038  
2.223377  ,5.144972  ,-0.203646 ,5.221376  ,-0.218147 ,2.114991  ,2.188036  ,0.057264  
2.226247  ,5.144972  ,-0.203646 ,5.221376  ,-0.218147 ,2.114991  ,2.188036  ,0.057264  
2.230348  ,5.144972  ,-0.203646 ,5.221376  ,-0.218147 ,2.114991  ,2.188036  ,0.057264  
2.234144  ,5.158130  ,-0.220226 ,5.221376  ,-0.218147 ,2.118465  ,2.188036  ,0.054831  
2.238261  ,5.158130  ,-0.220226 ,5.221376  ,-0.218147 ,2.118465  ,2.188036  ,0.054831  
2.243073  ,5.170982  ,-0.237087 ,5.221376  ,-0.218147 ,2.121773  ,2.188036  ,0.052804  
2.246043  ,5.170982  ,-0.237087 ,5.221376  ,-0.218147 ,2.121773  ,2.188036  ,0.052804  
2.250253  ,5.170982  ,-0.237087 ,5.221376  ,-0.218147 ,2.121773  ,2.188036  ,0.052804  
2.254041  ,5.183495  ,-0.254242 ,5.221376  ,-0.218147 ,2.124924  ,2.188036  ,0.051221  
2.258263  ,5.183495  ,-0.254242 ,5.221376  ,-0.218147 ,2.124924  ,2.188036  ,0.051221  
2.263072  ,5.195715  ,-0.271643 ,5.221376  ,-0.218147 ,2.127925  ,2.188036  ,0.050017  
2.266135  ,5.195715  ,-0.271643 ,5.221376  ,-0.218147 ,2.127925  ,2.188036  ,0.050017  
2.270232  ,5.195715  ,-0.271643 ,5.221376  ,-0.218147 ,2.127925  ,2.188036  ,0.050017  
2.274270  ,5.207699  ,-0.289245 ,5.221376  ,-0.218147 ,2.130783  ,2.188036  ,0.049119  
2.278843  ,5.207699  ,-0.289245 ,5.221376  ,-0.218147 ,2.130783  ,2.188036  ,0.049119  
2.283540  ,5.219495  ,-0.307005 ,5.221376  ,-0.218147 ,2.133505  ,2.188036  ,0.048463  
2.286229  ,5.219495  ,-0.307005 ,5.221376  ,-0.218147 ,2.133505  ,2.188036  ,0.048463  
2.290559  ,5.219495  ,-0.307005 ,5.221376  ,-0.218147 ,2.133505  ,2.188036  ,0.048463  
2.294483  ,5.231150  ,-0.324891 ,5.221376  ,-0.218147 ,2.136098  ,2.188036  ,0.047996  
2.298435  ,5.231150  ,-0.324891 ,5.221376  ,-0.218147 ,2.136098  ,2.188036  ,0.047996  
2.303316  ,5.242682  ,-0.342887 ,5.326493  ,-0.387475 ,2.138568  ,2.226867  ,0.060177  
2.306241  ,5.242682  ,-0.342887 ,5.326493  ,-0.387475 ,2.138568  ,2.226867  ,0.060177  
2.310214  ,5.242682  ,-0.342887 ,5.326493  ,-0.387475 ,2.138568  ,2.226867  ,0.060177  
2.314448  ,5.254036  ,-0.361034 ,5.326493  ,-0.387475 ,2.142767  ,2.226867  ,0.056687  
2.318010  ,5.254036  ,-0.361034 ,5.326493  ,-0.387475 ,2.142767  ,2.226867  ,0.056687  
2.323713  ,5.265146  ,-0.379379 ,5.326493  ,-0.387475 ,2.146766  ,2.226867  ,0.053498  
2.326784  ,5.265146  ,-0.379379 ,5.326493  ,-0.387475 ,2.146766  ,2.226867  ,0.053498  
2.330294  ,5.265146  ,-0.379379 ,5.326493  ,-0.387475 ,2.146766  ,2.226867  ,0.053498  
2.334643  ,5.275952  ,-0.397950 ,5.326493  ,-0.387475 ,2.150574  ,2.226867  ,0.050676  
2.338355  ,5.275952  ,-0.397950 ,5.326493  ,-0.387475 ,2.150574  ,2.226867  ,0.050676  
2.343361  ,5.286397  ,-0.416770 ,5.326493  ,-0.387475 ,2.154202  ,2.226867  ,0.048284  
2.346860  ,5.286397  ,-0.416770 ,5.326493  ,-0.387475 ,2.154202  ,2.226867  ,0.048284  
2.350559  ,5.286397  ,-0.416770 ,5.326493  ,-0.387475 ,2.154202  ,2.226867  ,0.048284  
2.354434  ,5.296449  ,-0.435842 ,5.326493  ,-0.387475 ,2.157657  ,2.226867  ,0.046352  
2.358198  ,5.296449  ,-0.435842 ,5.326493  ,-0.387475 ,2.157657  ,2.226867  ,0.046352  
2.363163  ,5.306161  ,-0.455127 ,5.326493  ,-0.387475 ,2.160948  ,2.226867  ,0.044815  
2.366472  ,5.306161  ,-0.455127 ,5.326493  ,-0.387475 ,2.160948  ,2.226867  ,0.044815  
2.370742  ,5.306161  ,-0.455127 ,5.326493  ,-0.387475 ,2.160948  ,2.226867  ,0.044815  
2.374139  ,5.315599  ,-0.474584 ,5.326493  ,-0.387475 ,2.164083  ,2.226867  ,0.043597  
2.377935  ,5.315599  ,-0.474584 ,5.326493  ,-0.387475 ,2.164083  ,2.226867  ,0.043597  
2.382997  ,5.324795  ,-0.494190 ,5.326493  ,-0.387475 ,2.167068  ,2.226867  ,0.042660  
2.387041  ,5.324795  ,-0.494190 ,5.326493  ,-0.387475 ,2.167068  ,2.226867  ,0.042660  
2.390399  ,5.324795  ,-0.494190 ,5.326493  ,-0.387475 ,2.167068  ,2.226867  ,0.042660  
2.394197  ,5.333691  ,-0.513966 ,5.403271  ,-0.571481 ,2.169911  ,2.248825  ,0.054711  
2.398146  ,5.333691  ,-0.513966 ,5.403271  ,-0.571481 ,2.169911  ,2.248825  ,0.054711  
2.403352  ,5.342217  ,-0.533939 ,5.403271  ,-0.571481 ,2.173664  ,2.248825  ,0.050940  
2.406412  ,5.342217  ,-0.533939 ,5.403271  ,-0.571481 ,2.173664  ,2.248825  ,0.050940  
2.410049  ,5.342217  ,-0.533939 ,5.403271  ,-0.571481 ,2.173664  ,2.248825  ,0.050940  
2.413989  ,5.350314  ,-0.554131 ,5.403271  ,-0.571481 ,2.177238  ,2.248825  ,0.047637  
2.418354  ,5.350314  ,-0.554131 ,5.403271  ,-0.571481 ,2.177238  ,2.248825  ,0.047637  
2.423436  ,5.357922  ,-0.574548 ,5.403271  ,-0.571481 ,2.180642  ,2.248825  ,0.044861  
2.426099  ,5.357922  ,-0.574548 ,5.403271  ,-0.571481 ,2.180642  ,2.248825  ,0.044861  
2.430113  ,5.357922  ,-0.574548 ,5.403271  ,-0.571481 ,2.180642  ,2.248825  ,0.044861  
2.434538  ,5.364985  ,-0.595195 ,5.403271  ,-0.571481 ,2.183884  ,2.248825  ,0.042669  
2.438482  ,5.364985  ,-0.595195 ,5.403271  ,-0.571481 ,2.183884  ,2.248825  ,0.042669  
2.443221  ,5.371471  ,-0.616064 ,5.403271  ,-0.571481 ,2.186972  ,2.248825  ,0.041088  
2.446269  ,5.371471  ,-0.616064 ,5.403271  ,-0.571481 ,2.186972  ,2.248825  ,0.041088  
2.450441  ,5.371471  ,-0.616064 ,5.403271  ,-0.571481 ,2.186972  ,2.248825  ,0.041088  
2.454352  ,5.377443  ,-0.637118 ,5.403271  ,-0.571481 ,2.189913  ,2.248825  ,0.040051  
2.458809  ,5.377443  ,-0.637118 ,5.403271  ,-0.571481 ,2.189913  ,2.248825  ,0.040051  
2.463410  ,5.382970  ,-0.658322 ,5.403271  ,-0.571481 ,2.192714  ,2.248825  ,0.039480  
2.466485  ,5.382970  ,-0.658322 ,5.403271  ,-0.571481 ,2.192714  ,2.248825  ,0.039480  
2.470458  ,5.382970  ,-0.658322 ,5.403271  ,-0.571481 ,2.192714  ,2.248825  ,0.039480  
2.474420  ,5.388089  ,-0.679656 ,5.448489  ,-0.765518 ,2.195382  ,2.258043  ,0.054458  
2.477884  ,5.388089  ,-0.679656 ,5.448489  ,-0.765518 ,2.195382  ,2.258043  ,0.054458  
2.482968  ,5.392738  ,-0.701127 ,5.448489  ,-0.765518 ,2.198362  ,2.258043  ,0.051271  
2.486373  ,5.392738  ,-0.701127 ,5.448489  ,-0.765518 ,2.198362  ,2.258043  ,0.051271  
2.490262  ,5.392738  ,-0.701127 ,5.448489  ,-0.765518 ,2.198362  ,2.258043  ,0.051271  
2.494849  ,5.396844  ,-0.722738 ,5.448489  ,-0.765518 ,2.201200  ,2.258043  ,0.048635  
2.498672  ,5.396844  ,-0.722738 ,5.448489  ,-0.765518 ,2.201200  ,2.258043  ,0.048635  
2.502883  ,5.400364  ,-0.744479 ,5.448489  ,-0.765518 ,2.203902  ,2.258043  ,0.046593  
2.506104  ,5.400364  ,-0.744479 ,5.448489  ,-0.765518 ,2.203902  ,2.258043  ,0.046593  
2.510108  ,5.400364  ,-0.744479 ,5.448489  ,-0.765518 ,2.203902  ,2.258043  ,0.046593  
2.514323  ,5.403356  ,-0.766327 ,5.448489  ,-0.765518 ,2.206477  ,2.258043  ,0.045084  
2.518533  ,5.403356  ,-0.766327 ,5.448489  ,-0.765518 ,2.206477  ,2.258043  ,0.045084  
2.523005  ,5.405891  ,-0.788258 ,5.448489  ,-0.765518 ,2.208929  ,2.258043  ,0.044038  
2.526219  ,5.405891  ,-0.788258 ,5.448489  ,-0.765518 ,2.208929  ,2.258043  ,0.044038  
2.530131  ,5.405891  ,-0.788258 ,5.448489  ,-0.765518 ,2.208929  ,2.258043  ,0.044038  
2.534852  ,5.408028  ,-0.810255 ,5.448489  ,-0.765518 ,2.211264  ,2.258043  ,0.043392  
2.538418  ,5.408028  ,-0.810255 ,5.448489  ,-0.765518 ,2.211264  ,2.258043  ,0.043392  
2.543391  ,5.409824  ,-0.832305 ,5.448489  ,-0.765518 ,2.213488  ,2.258043  ,0.043091  
2.546652  ,5.409824  ,-0.832305 ,5.448489  ,-0.765518 ,2.213488  ,2.258043  ,0.043091  
2.550149  ,5.409824  ,-0.832305 ,5.448489  ,-0.765518 ,2.213488  ,2.258043  ,0.043091  
2.554364  ,5.411329  ,-0.854399 ,5.448489  ,-0.765518 ,2.215607  ,2.258043  ,0.043083  
2.558160  ,5.411329  ,-0.854399 ,5.448489  ,-0.765518 ,2.215607  ,2.258043  ,0.043083  
2.563143  ,5.412566  ,-0.876531 ,5.461963  ,-0.964409 ,2.217625  ,2.294357  ,0.053183  
2.566010  ,5.412566  ,-0.876531 ,5.461963  ,-0.964409 ,2.217625  ,2.294357  ,0.053183  
2.570573  ,5.412566  ,-0.876531 ,5.461963  ,-0.964409 ,2.217625  ,2.294357  ,0.053183  
2.574234  ,5.413490  ,-0.898706 ,5.461963  ,-0.964409 ,2.221273  ,2.294357  ,0.051293  
2.578293  ,5.413490  ,-0.898706 ,5.461963  ,-0.964409 ,2.221273  ,2.294357  ,0.051293  
2.582993  ,5.414139  ,-0.920926 ,5.461963  ,-0.964409 ,2.224749  ,2.294357  ,0.049675  
2.586414  ,5.414139  ,-0.920926 ,5.461963  ,-0.964409 ,2.224749  ,2.294357  ,0.049675  
2.590241  ,5.414139  ,-0.920926 ,5.461963  ,-0.964409 ,2.224749  ,2.294357  ,0.049675  
2.594133  ,5.414572  ,-0.943186 ,5.461963  ,-0.964409 ,2.228058  ,2.294357  ,0.048271  
2.597925  ,5.414572  ,-0.943186 ,5.461963  ,-0.964409 ,2.228058  ,2.294357  ,0.048271  
2.602727  ,5.414842  ,-0.965481 ,5.461963  ,-0.964409 ,2.231211  ,2.294357  ,0.047029  
2.606650  ,5.414842  ,-0.965481 ,5.461963  ,-0.964409 ,2.231211  ,2.294357  ,0.047029  
2.610657  ,5.414842  ,-0.965481 ,5.461963  ,-0.964409 ,2.231211  ,2.294357  ,0.047029  
2.614315  ,5.415000  ,-0.987807 ,5.461963  ,-0.964409 ,2.234214  ,2.294357  ,0.045897  
2.618129  ,5.415000  ,-0.987807 ,5.461963  ,-0.964409 ,2.234214  ,2.294357  ,0.045897  
2.622980  ,5.415095  ,-1.010164 ,5.461963  ,-0.964409 ,2.237073  ,2.294357  ,0.044827  
2.626410  ,5.415095  ,-1.010164 ,5.461963  ,-0.964409 ,2.237073  ,2.294357  ,0.044827  
2.629989  ,5.415095  ,-1.010164 ,5.461963  ,-0.964409 ,2.237073  ,2.294357  ,0.044827  
2.634176  ,5.415174  ,-1.032548 ,5.461963  ,-0.964409 ,2.239797  ,2.294357  ,0.043772  
2.638134  ,5.415174  ,-1.032548 ,5.461963  ,-0.964409 ,2.239797  ,2.294357  ,0.043772  
2.643078  ,5.415258  ,-1.054959 ,5.461963  ,-0.964409 ,2.242392  ,2.294357  ,0.042710  
2.645998  ,5.415258  ,-1.054959 ,5.461963  ,-0.964409 ,2.242392  ,2.294357  ,0.042710  
2.650019  ,5.415258  ,-1.054959 ,5.461963  ,-0.964409 ,2.242392  ,2.294357  ,0.042710  
2.654144  ,5.415301  ,-1.077395 ,5.453257  ,-1.163768 ,2.244863  ,2.416367  ,0.045222  
2.658473  ,5.415301  ,-1.077395 ,5.453257  ,-1.163768 ,2.244863  ,2.416367  ,0.045222  
2.662876  ,5.415314  ,-1.099884 ,5.453257  ,-1.163768 ,2.253018  ,2.416367  ,0.043281  
2.666266  ,5.415314  ,-1.099884 ,5.453257  ,-1.163768 ,2.253018  ,2.416367  ,0.043281  
2.670253  ,5.415314  ,-1.099884 ,5.453257  ,-1.163768 ,2.253018  ,2.416367  ,0.043281  
2.674138  ,5.415264  ,-1.122453 ,5.453257  ,-1.163768 ,2.260785  ,2.416367  ,0.041396  
2.678145  ,5.415264  ,-1.122453 ,5.453257  ,-1.163768 ,2.260785  ,2.416367  ,0.041396  
2.682977  ,5.415193  ,-1.145098 ,5.453257  ,-1.163768 ,2.268183  ,2.416367  ,0.039525  
2.686248  ,5.415193  ,-1.145098 ,5.453257  ,-1.163768 ,2.268183  ,2.416367  ,0.039525  
2.689981  ,5.415193  ,-1.145098 ,5.453257  ,-1.163768 ,2.268183  ,2.416367  ,0.039525  
2.694418  ,5.415167  ,-1.167815 ,5.453257  ,-1.163768 ,2.275229  ,2.416367  ,0.037603  
2.697985  ,5.415167  ,-1.167815 ,5.453257  ,-1.163768 ,2.275229  ,2.416367  ,0.037603  
2.702804  ,5.415217  ,-1.190601 ,5.453257  ,-1.163768 ,2.281940  ,2.416367  ,0.035600  
2.705916  ,5.415217  ,-1.190601 ,5.453257  ,-1.163768 ,2.281940  ,2.416367  ,0.035600  
2.709904  ,5.415217  ,-1.190601 ,5.453257  ,-1.163768 ,2.281940  ,2.416367  ,0.035600  
2.713897  ,5.415304  ,-1.213452 ,5.453257  ,-1.163768 ,2.288332  ,2.416367  ,0.033554  
2.717876  ,5.415304  ,-1.213452 ,5.453257  ,-1.163768 ,2.288332  ,2.416367  ,0.033554  
2.722580  ,5.415445  ,-1.236365 ,5.453257  ,-1.163768 ,2.294420  ,2.416367  ,0.031449  
2.725872  ,5.415445  ,-1.236365 ,5.453257  ,-1.163768 ,2.294420  ,2.416367  ,0.031449  
2.730272  ,5.415445  ,-1.236365 ,5.453257  ,-1.163768 ,2.294420  ,2.416367  ,0.031449  
2.734259  ,5.415584  ,-1.259338 ,5.453257  ,-1.163768 ,2.300219  ,2.416367  ,0.029340  
2.738275  ,5.415584  ,-1.259338 ,5.453257  ,-1.163768 ,2.300219  ,2.416367  ,0.029340  
2.742827  ,5.415675  ,-1.282368 ,5.436154  ,-1.362521 ,2.305741  ,2.647831  ,0.026000  
2.746239  ,5.415675  ,-1.282368 ,5.436154  ,-1.362521 ,2.305741  ,2.647831  ,0.026000  
2.750211  ,5.415675  ,-1.282368 ,5.436154  ,-1.362521 ,2.305741  ,2.647831  ,0.026000  
2.754369  ,5.415748  ,-1.305506 ,5.436154  ,-1.362521 ,2.322008  ,2.647831  ,0.024319  
2.758249  ,5.415748  ,-1.305506 ,5.436154  ,-1.362521 ,2.322008  ,2.647831  ,0.024319  
2.762873  ,5.415782  ,-1.328804 ,5.436154  ,-1.362521 ,2.337501  ,2.647831  ,0.022666  
2.766191  ,5.415782  ,-1.328804 ,5.436154  ,-1.362521 ,2.337501  ,2.647831  ,0.022666  
2.770171  ,5.415782  ,-1.328804 ,5.436154  ,-1.362521 ,2.337501  ,2.647831  ,0.022666  
2.774237  ,5.415803  ,-1.352252 ,5.436154  ,-1.362521 ,2.352257  ,2.647831  ,0.021016  
2.778212  ,5.415803  ,-1.352252 ,5.436154  ,-1.362521 ,2.352257  ,2.647831  ,0.021016  
2.782873  ,5.415785  ,-1.375845 ,5.436154  ,-1.362521 ,2.366311  ,2.647831  ,0.019393  
2.786236  ,5.415785  ,-1.375845 ,5.436154  ,-1.362521 ,2.366311  ,2.647831  ,0.019393  
2.790207  ,5.415785  ,-1.375845 ,5.436154  ,-1.362521 ,2.366311  ,2.647831  ,0.019393  
2.794147  ,5.415755  ,-1.399575 ,5.436154  ,-1.362521 ,2.379698  ,2.647831  ,0.017774  
2.798088  ,5.415755  ,-1.399575 ,5.436154  ,-1.362521 ,2.379698  ,2.647831  ,0.017774  
2.802910  ,5.415663  ,-1.423436 ,5.436154  ,-1.362521 ,2.392447  ,2.647831  ,0.016207  
2.806294  ,5.415663  ,-1.423436 ,5.436154  ,-1.362521 ,2.392447  ,2.647831  ,0.016207  
2.810291  ,5.415663  ,-1.423436 ,5.436154  ,-1.362521 ,2.392447  ,2.647831  ,0.016207  
2.814287  ,5.415467  ,-1.447420 ,5.436154  ,-1.362521 ,2.404591  ,2.647831  ,0.014736  
2.818229  ,5.415467  ,-1.447420 ,5.436154  ,-1.362521 ,2.404591  ,2.647831  ,0.014736  
2.822944  ,5.415197  ,-1.471522 ,5.422287  ,-1.561565 ,2.416157  ,2.943918  ,0.011440  
2.826349  ,5.415197  ,-1.471522 ,5.422287  ,-1.561565 ,2.416157  ,2.943918  ,0.011440  
2.830250  ,5.415197  ,-1.471522 ,5.422287  ,-1.561565 ,2.416157  ,2.943918  ,0.011440  
2.834339  ,5.414831  ,-1.495807 ,5.422287  ,-1.561565 ,2.441252  ,2.943918  ,0.010630  
2.838644  ,5.414831  ,-1.495807 ,5.422287  ,-1.561565 ,2.441252  ,2.943918  ,0.010630  
2.843201  ,5.414417  ,-1.520335 ,5.422287  ,-1.561565 ,2.465154  ,2.943918  ,0.009856  
2.846350  ,5.414417  ,-1.520335 ,5.422287  ,-1.561565 ,2.465154  ,2.943918  ,0.009856  
2.850075  ,5.414417  ,-1.520335 ,5.422287  ,-1.561565 ,2.465154  ,2.943918  ,0.009856  
2.854255  ,5.413999  ,-1.545097 ,5.422287  ,-1.561565 ,2.487919  ,2.943918  ,0.009075  
2.857961  ,5.413999  ,-1.545097 ,5.422287  ,-1.561565 ,2.487919  ,2.943918  ,0.009075  
2.862881  ,5.413548  ,-1.570081 ,5.422287  ,-1.561565 ,2.509602  ,2.943918  ,0.008317  
2.866188  ,5.413548  ,-1.570081 ,5.422287  ,-1.561565 ,2.509602  ,2.943918  ,0.008317  
2.870993  ,5.413548  ,-1.570081 ,5.422287  ,-1.561565 ,2.509602  ,2.943918  ,0.008317  
2.874682  ,5.413084  ,-1.595276 ,5.422287  ,-1.561565 ,2.530254  ,2.943918  ,0.007561  
2.878383  ,5.413084  ,-1.595276 ,5.422287  ,-1.561565 ,2.530254  ,2.943918  ,0.007561  
2.882990  ,5.412581  ,-1.620672 ,5.422287  ,-1.561565 ,2.549923  ,2.943918  ,0.006834  
2.886680  ,5.412581  ,-1.620672 ,5.422287  ,-1.561565 ,2.549923  ,2.943918  ,0.006834  
2.890184  ,5.412581  ,-1.620672 ,5.422287  ,-1.561565 ,2.549923  ,2.943918  ,0.006834  
2.894468  ,5.412062  ,-1.646259 ,5.422287  ,-1.561565 ,2.568658  ,2.943918  ,0.006114  
2.898509  ,5.412062  ,-1.646259 ,5.422287  ,-1.561565 ,2.568658  ,2.943918  ,0.006114  
2.903363  ,5.411502  ,-1.672029 ,5.412630  ,-1.760865 ,2.586501  ,3.168498  ,0.004003  
2.906478  ,5.411502  ,-1.672029 ,5.412630  ,-1.760865 ,2.586501  ,3.168498  ,0.004003  
2.910236  ,5.411502  ,-1.672029 ,5.412630  ,-1.760865 ,2.586501  ,3.168498  ,0.004003  
2.914768  ,5.410922  ,-1.698026 ,5.412630  ,-1.760865 ,2.614175  ,3.168498  ,0.003741  
2.918385  ,5.410922  ,-1.698026 ,5.412630  ,-1.760865 ,2.614175  ,3.168498  ,0.003741  
2.923661  ,5.410298  ,-1.724292 ,5.412630  ,-1.760865 ,2.640533  ,3.168498  ,0.003515  
2.926434  ,5.410298  ,-1.724292 ,5.412630  ,-1.760865 ,2.640533  ,3.168498  ,0.003515  
2.930540  ,5.410298  ,-1.724292 ,5.412630  ,-1.760865 ,2.640533  ,3.168498  ,0.003515  
2.934496  ,5.409652  ,-1.750815 ,5.412630  ,-1.760865 ,2.665638  ,3.168498  ,0.003302  
2.938691  ,5.409652  ,-1.750815 ,5.412630  ,-1.760865 ,2.665638  ,3.168498  ,0.003302  
2.942789  ,5.408960  ,-1.777582 ,5.412630  ,-1.760865 ,2.689549  ,3.168498  ,0.003127  
2.946163  ,5.408960  ,-1.777582 ,5.412630  ,-1.760865 ,2.689549  ,3.168498  ,0.003127  
2.950405  ,5.408960  ,-1.777582 ,5.412630  ,-1.760865 ,2.689549  ,3.168498  ,0.003127  
2.954664  ,5.408269  ,-1.804582 ,5.412630  ,-1.760865 ,2.712323  ,3.168498  ,0.002944  
2.958341  ,5.408269  ,-1.804582 ,5.412630  ,-1.760865 ,2.712323  ,3.168498  ,0.002944  
2.962825  ,5.407622  ,-1.831806 ,5.412630  ,-1.760865 ,2.734014  ,3.168498  ,0.002710  
2.966151  ,5.407622  ,-1.831806 ,5.412630  ,-1.760865 ,2.734014  ,3.168498  ,0.002710  
2.970300  ,5.407622  ,-1.831806 ,5.412630  ,-1.760865 ,2.734014  ,3.168498  ,0.002710  
2.974163  ,5.406990  ,-1.859243 ,5.412630  ,-1.760865 ,2.754674  ,3.168498  ,0.002453  
2.978377  ,5.406990  ,-1.859243 ,5.412630  ,-1.760865 ,2.754674  ,3.168498  ,0.002453  
2.983249  ,5.406397  ,-1.886881 ,5.406172  ,-1.960288 ,2.774351  ,3.378737  ,0.001386  
2.986344  ,5.406397  ,-1.886881 ,5.406172  ,-1.960288 ,2.774351  ,3.378737  ,0.001386  
2.990124  ,5.406397  ,-1.886881 ,5.406172  ,-1.960288 ,2.774351  ,3.378737  ,0.001386  
2.994845  ,5.405815  ,-1.914762 ,5.406172  ,-1.960288 ,2.803090  ,3.378737  ,0.001356  
2.998529  ,5.405815  ,-1.914762 ,5.406172  ,-1.960288 ,2.803090  ,3.378737  ,0.001356  
3.003134  ,5.405267  ,-1.942925 ,5.406172  ,-1.960288 ,2.830462  ,3.378737  ,0.001286  
3.006256  ,5.405267  ,-1.942925 ,5.406172  ,-1.960288 ,2.830462  ,3.378737  ,0.001286  
3.010134  ,5.405267  ,-1.942925 ,5.406172  ,-1.960288 ,2.830462  ,3.378737  ,0.001286  
3.014192  ,5.404730  ,-1.971355 ,5.406172  ,-1.960288 ,2.856532  ,3.378737  ,0.001198  
3.018337  ,5.404730  ,-1.971355 ,5.406172  ,-1.960288 ,2.856532  ,3.378737  ,0.001198  
3.022863  ,5.404230  ,-2.000040 ,5.406172  ,-1.960288 ,2.881363  ,3.378737  ,0.001069  
3.026945  ,5.404230  ,-2.000040 ,5.406172  ,-1.960288 ,2.881363  ,3.378737  ,0.001069  
3.030524  ,5.404230  ,-2.000040 ,5.406172  ,-1.960288 ,2.881363  ,3.378737  ,0.001069  
3.034415  ,5.403743  ,-2.028968 ,5.406172  ,-1.960288 ,2.905013  ,3.378737  ,0.000921  
3.038134  ,5.403743  ,-2.028968 ,5.406172  ,-1.960288 ,2.905013  ,3.378737  ,0.000921  
3.042887  ,5.403294  ,-2.058127 ,5.406172  ,-1.960288 ,2.927539  ,3.378737  ,0.000730  
3.046658  ,5.403294  ,-2.058127 ,5.406172  ,-1.960288 ,2.927539  ,3.378737  ,0.000730  
3.050444  ,5.403294  ,-2.058127 ,5.406172  ,-1.960288 ,2.927539  ,3.378737  ,0.000730  
3.054155  ,5.402861  ,-2.087506 ,5.401793  ,-2.159771 ,2.948993  ,3.587918  ,0.000162  
3.058276  ,5.402861  ,-2.087506 ,5.401793  ,-2.159771 ,2.948993  ,3.587918  ,0.000162  
3.062869  ,5.402467  ,-2.117146 ,5.401793  ,-2.159771 ,2.979374  ,3.587918  ,0.000052  
3.066583  ,5.402467  ,-2.117146 ,5.401793  ,-2.159771 ,2.979374  ,3.587918  ,0.000052  
3.070446  ,5.402467  ,-2.117146 ,5.401793  ,-2.159771 ,2.979374  ,3.587918  ,0.000052  
3.074082  ,5.402090  ,-2.147082 ,5.401793  ,-2.159771 ,3.008311  ,3.587918  ,0.000081  
3.078335  ,5.402090  ,-2.147082 ,5.401793  ,-2.159771 ,3.008311  ,3.587918  ,0.000081  
3.083329  ,5.401753  ,-2.177301 ,5.401793  ,-2.159771 ,3.035871  ,3.587918  ,0.000258  
3.086112  ,5.401753  ,-2.177301 ,5.401793  ,-2.159771 ,3.035871  ,3.587918  ,0.000258  
3.090111  ,5.401753  ,-2.177301 ,5.401793  ,-2.159771 ,3.035871  ,3.587918  ,0.000258  
3.094327  ,5.401412  ,-2.207789 ,5.401793  ,-2.159771 ,3.062121  ,3.587918  ,0.000436  
3.098546  ,5.401412  ,-2.207789 ,5.401793  ,-2.159771 ,3.062121  ,3.587918  ,0.000436  
3.103768  ,5.401024  ,-2.238533 ,5.401793  ,-2.159771 ,3.087122  ,3.587918  ,0.000571  
3.106147  ,5.401024  ,-2.238533 ,5.401793  ,-2.159771 ,3.087122  ,3.587918  ,0.000571  
3.110285  ,5.401024  ,-2.238533 ,5.401793  ,-2.159771 ,3.087122  ,3.587918  ,0.000571  
3.114252  ,5.400615  ,-2.269520 ,5.398397  ,-2.359274 ,3.110935  ,3.798243  ,0.000858  
3.118231  ,5.400615  ,-2.269520 ,5.398397  ,-2.359274 ,3.110935  ,3.798243  ,0.000858  
3.123593  ,5.400164  ,-2.300790 ,5.398397  ,-2.359274 ,3.143617  ,3.798243  ,0.000880  
3.126402  ,5.400164  ,-2.300790 ,5.398397  ,-2.359274 ,3.143617  ,3.798243  ,0.000880  
3.130341  ,5.400164  ,-2.300790 ,5.398397  ,-2.359274 ,3.143617  ,3.798243  ,0.000880  
3.134308  ,5.399693  ,-2.332378 ,5.398397  ,-2.359274 ,3.174744  ,3.798243  ,0.000888  
