# laptime, ego_x_pos, ego_y_pos, actual speed, expected speed, tracking error
0.000115  ,0.369491  ,-0.037873 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,1.943104  
0.301533  ,0.371844  ,-0.035432 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,49.991573 
0.637558  ,0.375123  ,-0.034727 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049811  ,16.169462 
0.896240  ,0.380679  ,-0.034608 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,5.180152  
1.098737  ,0.380484  ,-0.032989 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,100.848996
1.339827  ,0.377493  ,-0.033805 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,160.765387
1.534072  ,0.378896  ,-0.035855 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,51.745670 
1.788767  ,0.382689  ,-0.037682 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,21.911305 
2.109088  ,0.377062  ,-0.036639 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,173.411369
2.350618  ,0.386302  ,-0.036152 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,6.914508  
2.641785  ,0.376405  ,-0.036588 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,173.559493
2.774722  ,0.385752  ,-0.039253 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,12.117441 
2.920656  ,0.389990  ,-0.040153 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,8.245307  
3.037279  ,0.385657  ,-0.039600 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,176.440790
3.195532  ,0.384433  ,-0.036381 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,114.647670
3.313015  ,0.377263  ,-0.036529 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,174.894239
3.423811  ,0.374821  ,-0.039146 ,0.000000  ,0.000000  ,0.000000  ,0.000000  ,1.450000  ,0.049622  ,129.222402
