# x0, x_bar, x_ref
0.388359  ,-0.018458 ,0.000000  ,0.388359  ,0.388359  ,0.471559  ,0.637260  ,0.883916  ,1.212700  ,-0.018458 ,-0.018458 ,-0.018168 ,-0.002934 ,0.035289  ,0.086835  ,0.003489  ,0.003489  ,0.091677  ,0.153742  ,0.155514  ,0.155514  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420675  ,0.388359  ,-0.018458 ,0.000000  ,0.417272  ,0.088007  ,4.875295  ,0.805195  ,0.127231  ,4.869460  ,1.194397  ,0.142120  ,4.825078  ,1.576226  ,0.177771  ,4.669175  ,1.974906  ,0.206697  ,4.420675  ,2.353024  ,0.223176  ,4.163945  
0.387719  ,-0.020292 ,0.000000  ,0.387719  ,0.387719  ,0.470918  ,0.636596  ,0.883205  ,1.211938  ,-0.020292 ,-0.020292 ,-0.019870 ,-0.004384 ,0.034143  ,0.086008  ,0.005076  ,0.005076  ,0.093200  ,0.154973  ,0.156485  ,0.156485  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420667  ,0.387719  ,-0.020292 ,0.000000  ,0.418130  ,0.088115  ,4.875281  ,0.806058  ,0.127247  ,4.869447  ,1.195255  ,0.142202  ,4.824928  ,1.576214  ,0.177770  ,4.669182  ,1.974918  ,0.206698  ,4.420667  ,2.353011  ,0.223176  ,4.163954  
0.386242  ,-0.015803 ,0.000000  ,0.386242  ,0.386242  ,0.469441  ,0.635177  ,0.881914  ,1.210787  ,-0.015803 ,-0.015803 ,-0.015692 ,-0.000840 ,0.036860  ,0.087830  ,0.001333  ,0.001333  ,0.089378  ,0.151622  ,0.153760  ,0.153760  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420659  ,0.386242  ,-0.015803 ,0.000000  ,0.419028  ,0.088228  ,4.875266  ,0.806962  ,0.127264  ,4.869433  ,1.196154  ,0.142289  ,4.824771  ,1.576201  ,0.177769  ,4.669191  ,1.974932  ,0.206699  ,4.420659  ,2.352997  ,0.223175  ,4.163964  
0.379156  ,-0.016102 ,0.000000  ,0.379156  ,0.379156  ,0.462356  ,0.628112  ,0.875235  ,1.204712  ,-0.016102 ,-0.016102 ,-0.015930 ,-0.001304 ,0.033770  ,0.080684  ,0.002061  ,0.002061  ,0.088012  ,0.140988  ,0.141438  ,0.141438  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.307068  ,0.379156  ,-0.016102 ,0.000000  ,0.426039  ,0.089111  ,4.875150  ,0.814019  ,0.127397  ,4.869325  ,1.203171  ,0.142964  ,4.823546  ,1.786362  ,0.194492  ,4.539552  ,2.150732  ,0.215478  ,4.307068  ,2.566869  ,0.228862  ,3.994542  
0.386615  ,-0.015866 ,0.000000  ,0.386615  ,0.386615  ,0.469815  ,0.635577  ,0.882686  ,1.212177  ,-0.015866 ,-0.015866 ,-0.015903 ,-0.001345 ,0.033830  ,0.080641  ,-0.000437 ,-0.000437 ,0.087600  ,0.141394  ,0.141126  ,0.141126  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.296297  ,0.386615  ,-0.015866 ,0.000000  ,0.418668  ,0.088183  ,4.875272  ,0.806600  ,0.127257  ,4.869438  ,1.394382  ,0.161334  ,4.788332  ,1.772259  ,0.193380  ,4.548216  ,2.167371  ,0.216291  ,4.296297  ,2.549355  ,0.228426  ,4.008645  
0.385295  ,-0.015832 ,0.000000  ,0.385295  ,0.385295  ,0.468495  ,0.634243  ,0.881359  ,1.210871  ,-0.015832 ,-0.015832 ,-0.015601 ,-0.000881 ,0.034240  ,0.080910  ,0.002775  ,0.002775  ,0.088577  ,0.141176  ,0.140699  ,0.140699  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.296259  ,0.385295  ,-0.015832 ,0.000000  ,0.419963  ,0.088346  ,4.875251  ,1.007610  ,0.131590  ,4.863541  ,1.395470  ,0.161433  ,4.787619  ,1.772202  ,0.193375  ,4.548250  ,2.167431  ,0.216294  ,4.296259  ,2.549292  ,0.228424  ,4.008695  
0.385431  ,-0.018670 ,0.000000  ,0.385431  ,0.385431  ,0.468630  ,0.634327  ,0.880991  ,1.209788  ,-0.018670 ,-0.018670 ,-0.018316 ,-0.003042 ,0.035135  ,0.086595  ,0.004249  ,0.004249  ,0.091922  ,0.153555  ,0.155252  ,0.155252  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420648  ,0.385431  ,-0.018670 ,0.000000  ,0.420181  ,0.088373  ,4.875247  ,0.808123  ,0.127286  ,4.869415  ,1.197308  ,0.142400  ,4.824570  ,1.576185  ,0.177767  ,4.669201  ,1.974948  ,0.206700  ,4.420648  ,2.352979  ,0.223175  ,4.163977  
0.386828  ,-0.017751 ,0.000000  ,0.386828  ,0.386828  ,0.470028  ,0.635743  ,0.882424  ,1.211233  ,-0.017751 ,-0.017751 ,-0.017572 ,-0.002493 ,0.035569  ,0.086954  ,0.002150  ,0.002150  ,0.090744  ,0.153090  ,0.155023  ,0.155023  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420662  ,0.386828  ,-0.017751 ,0.000000  ,0.418692  ,0.088186  ,4.875272  ,0.806624  ,0.127257  ,4.869438  ,1.195818  ,0.142257  ,4.824830  ,1.576206  ,0.177769  ,4.669187  ,1.974927  ,0.206698  ,4.420662  ,2.353002  ,0.223175  ,4.163961  
0.393793  ,-0.016830 ,0.000000  ,0.393793  ,0.393793  ,0.476993  ,0.642711  ,0.889388  ,1.218188  ,-0.016830 ,-0.016830 ,-0.016676 ,-0.001631 ,0.036457  ,0.087903  ,0.001853  ,0.001853  ,0.090537  ,0.153196  ,0.155207  ,0.155207  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.393793  ,-0.016830 ,0.000000  ,0.411721  ,0.087308  ,4.875387  ,0.799609  ,0.127125  ,4.869545  ,1.182532  ,0.141356  ,4.827447  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
0.387667  ,-0.015793 ,0.000000  ,0.387667  ,0.387667  ,0.470867  ,0.636605  ,0.883336  ,1.212198  ,-0.015793 ,-0.015793 ,-0.015734 ,-0.000909 ,0.036831  ,0.087872  ,0.000704  ,0.000704  ,0.089214  ,0.151786  ,0.153976  ,0.153976  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420672  ,0.387667  ,-0.015793 ,0.000000  ,0.417623  ,0.088051  ,4.875289  ,0.805549  ,0.127237  ,4.869454  ,1.194748  ,0.142154  ,4.825017  ,1.576221  ,0.177770  ,4.669178  ,1.974911  ,0.206697  ,4.420672  ,2.353019  ,0.223176  ,4.163949  
0.386332  ,-0.015248 ,0.000000  ,0.386332  ,0.386332  ,0.469532  ,0.635257  ,0.882011  ,1.210918  ,-0.015248 ,-0.015248 ,-0.014905 ,0.000067  ,0.037652  ,0.088405  ,0.004123  ,0.004123  ,0.090098  ,0.151157  ,0.153102  ,0.153102  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420660  ,0.386332  ,-0.015248 ,0.000000  ,0.418870  ,0.088208  ,4.875269  ,0.806803  ,0.127261  ,4.869435  ,1.195996  ,0.142274  ,4.824799  ,1.576203  ,0.177769  ,4.669189  ,1.974929  ,0.206698  ,4.420660  ,2.353000  ,0.223175  ,4.163963  
0.391945  ,-0.013167 ,0.000000  ,0.391945  ,0.391945  ,0.475145  ,0.640910  ,0.887693  ,1.216611  ,-0.013167 ,-0.013167 ,-0.013259 ,0.001267  ,0.038659  ,0.089345  ,-0.001102 ,-0.001102 ,0.087406  ,0.150376  ,0.152897  ,0.152897  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.391945  ,-0.013167 ,0.000000  ,0.413086  ,0.087480  ,4.875364  ,0.800983  ,0.127151  ,4.869524  ,1.182531  ,0.141356  ,4.827447  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
0.393163  ,-0.016981 ,0.060455  ,0.393163  ,0.398073  ,0.488716  ,0.664254  ,0.923581  ,1.267868  ,-0.016981 ,-0.016969 ,-0.016693 ,0.000491  ,0.038590  ,0.088218  ,0.002510  ,0.003044  ,0.097582  ,0.145873  ,0.143160  ,0.143160  ,0.060455  ,1.116173  ,2.171891  ,3.227610  ,4.283328  ,4.303805  ,0.393163  ,-0.016981 ,0.060455  ,0.417231  ,0.088002  ,4.875296  ,0.811048  ,0.127341  ,4.869371  ,1.206077  ,0.143243  ,4.823039  ,1.795053  ,0.195079  ,4.534101  ,2.155772  ,0.215725  ,4.303805  ,2.566766  ,0.228860  ,3.994624  
0.395814  ,-0.016059 ,0.077094  ,0.395814  ,0.402101  ,0.494824  ,0.673095  ,0.935875  ,1.284369  ,-0.016059 ,-0.016035 ,-0.015597 ,0.002250  ,0.040855  ,0.090684  ,0.003864  ,0.004728  ,0.099778  ,0.145865  ,0.142023  ,0.142023  ,0.077094  ,1.137138  ,2.197182  ,3.257227  ,4.317271  ,4.296257  ,0.395814  ,-0.016059 ,0.077094  ,0.415873  ,0.087831  ,4.875318  ,0.811303  ,0.127346  ,4.869367  ,1.207944  ,0.143423  ,4.822713  ,1.798500  ,0.195302  ,4.531927  ,2.167433  ,0.216294  ,4.296257  ,2.555911  ,0.228589  ,4.003365  
0.401929  ,-0.017821 ,0.080976  ,0.401929  ,0.408538  ,0.501748  ,0.680624  ,0.944124  ,1.293489  ,-0.017821 ,-0.017783 ,-0.017156 ,0.001197  ,0.040517  ,0.091184  ,0.005773  ,0.006725  ,0.102241  ,0.148130  ,0.144022  ,0.144022  ,0.080976  ,1.142030  ,2.203084  ,3.264138  ,4.325191  ,4.302574  ,0.401929  ,-0.017821 ,0.080976  ,0.410392  ,0.087141  ,4.875409  ,0.806166  ,0.127249  ,4.869445  ,1.203212  ,0.142968  ,4.823539  ,1.794197  ,0.195024  ,4.534641  ,2.157674  ,0.215817  ,4.302574  ,2.566527  ,0.228854  ,3.994817  
0.408956  ,-0.019692 ,0.084027  ,0.408956  ,0.415819  ,0.509411  ,0.688700  ,0.952227  ,1.301552  ,-0.019692 ,-0.019639 ,-0.018822 ,0.000507  ,0.043802  ,0.099845  ,0.007730  ,0.008727  ,0.107396  ,0.162833  ,0.159078  ,0.159078  ,0.084027  ,1.145874  ,2.207720  ,3.269567  ,4.331414  ,4.424257  ,0.408956  ,-0.019692 ,0.084027  ,0.403959  ,0.086331  ,4.875515  ,0.792419  ,0.126933  ,4.869653  ,1.190712  ,0.141813  ,4.825759  ,1.584357  ,0.178506  ,4.663846  ,1.969227  ,0.206330  ,4.424257  ,2.366428  ,0.223655  ,4.154288  
0.407621  ,-0.019653 ,0.085968  ,0.407621  ,0.414647  ,0.508485  ,0.688115  ,0.952041  ,1.301838  ,-0.019653 ,-0.019624 ,-0.019130 ,0.000083  ,0.043478  ,0.099685  ,0.004198  ,0.005260  ,0.106552  ,0.162965  ,0.159323  ,0.159323  ,0.085968  ,1.148319  ,2.210671  ,3.273023  ,4.335374  ,4.424149  ,0.407621  ,-0.019653 ,0.085968  ,0.405429  ,0.086516  ,4.875491  ,0.792605  ,0.126948  ,4.869650  ,1.190900  ,0.141824  ,4.825720  ,1.584540  ,0.178522  ,4.663726  ,1.969397  ,0.206341  ,4.424149  ,2.366420  ,0.223655  ,4.154294  
0.413085  ,-0.018763 ,0.085691  ,0.413085  ,0.420087  ,0.513889  ,0.693464  ,0.957339  ,1.307082  ,-0.018763 ,-0.018716 ,-0.017996 ,0.001295  ,0.044637  ,0.100737  ,0.006640  ,0.007678  ,0.107017  ,0.162798  ,0.159047  ,0.159047  ,0.085691  ,1.147970  ,2.210250  ,3.272529  ,4.334809  ,4.424164  ,0.413085  ,-0.018763 ,0.085691  ,0.406864  ,0.086697  ,4.875467  ,0.803075  ,0.127191  ,4.869492  ,1.190860  ,0.141821  ,4.825728  ,1.584514  ,0.178520  ,4.663743  ,1.969373  ,0.206339  ,4.424164  ,2.366421  ,0.223655  ,4.154293  
0.416595  ,-0.016499 ,0.085968  ,0.416595  ,0.423620  ,0.517459  ,0.697170  ,0.961675  ,1.312250  ,-0.016499 ,-0.016477 ,-0.016092 ,0.002348  ,0.042061  ,0.093189  ,0.003023  ,0.004109  ,0.102248  ,0.149030  ,0.144820  ,0.144820  ,0.085968  ,1.148319  ,2.210671  ,3.273023  ,4.335374  ,4.302337  ,0.416595  ,-0.016499 ,0.085968  ,0.410623  ,0.087170  ,4.875405  ,0.806885  ,0.127262  ,4.869434  ,1.204411  ,0.143083  ,4.823330  ,1.795862  ,0.195131  ,4.533591  ,2.158041  ,0.215835  ,4.302337  ,2.566570  ,0.228855  ,3.994782  
0.425270  ,-0.015645 ,0.106489  ,0.425270  ,0.434015  ,0.530448  ,0.713555  ,0.982357  ,1.338172  ,-0.015645 ,-0.015603 ,-0.014989 ,0.004343  ,0.044685  ,0.096036  ,0.004713  ,0.006376  ,0.105184  ,0.148969  ,0.143331  ,0.143331  ,0.106489  ,1.174176  ,2.241864  ,3.309551  ,4.377238  ,4.286236  ,0.425270  ,-0.015645 ,0.106489  ,0.420976  ,0.088473  ,4.875234  ,0.819304  ,0.127496  ,4.869245  ,1.218749  ,0.144462  ,4.820827  ,1.812007  ,0.196174  ,4.523409  ,2.182915  ,0.217050  ,4.286236  ,2.538442  ,0.228154  ,4.017432  
0.426333  ,-0.010610 ,0.000000  ,0.426333  ,0.426333  ,0.509533  ,0.675268  ,0.921984  ,1.250826  ,-0.010610 ,-0.010610 ,-0.010301 ,0.004562  ,0.042391  ,0.093568  ,0.003716  ,0.003716  ,0.089441  ,0.152145  ,0.154389  ,0.154389  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.426333  ,-0.010610 ,0.000000  ,0.413969  ,0.087591  ,4.875350  ,0.801871  ,0.127168  ,4.869510  ,1.182529  ,0.141356  ,4.827447  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
0.426301  ,-0.009271 ,0.000000  ,0.426301  ,0.426301  ,0.509500  ,0.675252  ,0.922006  ,1.250888  ,-0.009271 ,-0.009271 ,-0.009053 ,0.005621  ,0.043207  ,0.094124  ,0.002621  ,0.002621  ,0.088301  ,0.151160  ,0.153598  ,0.153598  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.426301  ,-0.009271 ,0.000000  ,0.414103  ,0.087608  ,4.875347  ,0.802006  ,0.127171  ,4.869508  ,1.182529  ,0.141356  ,4.827448  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
0.420196  ,-0.011525 ,0.000000  ,0.420196  ,0.420196  ,0.503395  ,0.669125  ,0.915842  ,1.244689  ,-0.011525 ,-0.011525 ,-0.011184 ,0.003735  ,0.041562  ,0.092706  ,0.004094  ,0.004094  ,0.089780  ,0.152135  ,0.154290  ,0.154290  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.420196  ,-0.011525 ,0.000000  ,0.407814  ,0.086816  ,4.875451  ,0.795677  ,0.127051  ,4.869605  ,1.182537  ,0.141357  ,4.827446  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
0.421038  ,-0.012942 ,0.000000  ,0.421038  ,0.421038  ,0.504238  ,0.669974  ,0.916644  ,1.245418  ,-0.012942 ,-0.012942 ,-0.012879 ,0.001971  ,0.040104  ,0.091717  ,0.000766  ,0.000766  ,0.089362  ,0.153376  ,0.155715  ,0.155715  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.421038  ,-0.012942 ,0.000000  ,0.408468  ,0.086899  ,4.875440  ,0.796335  ,0.127064  ,4.869595  ,1.182536  ,0.141357  ,4.827446  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
0.428399  ,-0.013328 ,0.000000  ,0.428399  ,0.428399  ,0.511599  ,0.677321  ,0.923949  ,1.252674  ,-0.013328 ,-0.013328 ,-0.013167 ,0.001840  ,0.040242  ,0.092166  ,0.001938  ,0.001938  ,0.090309  ,0.154465  ,0.156663  ,0.156663  ,0.000000  ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420690  ,0.428399  ,-0.013328 ,0.000000  ,0.415666  ,0.087805  ,4.875322  ,0.803579  ,0.127200  ,4.869484  ,1.192790  ,0.141965  ,4.825359  ,1.576248  ,0.177773  ,4.669160  ,1.974882  ,0.206695  ,4.420690  ,2.353049  ,0.223177  ,4.163927  
0.427341  ,-0.012418 ,0.000000  ,0.427341  ,0.427341  ,0.510541  ,0.676274  ,0.922932  ,1.251691  ,-0.012418 ,-0.012418 ,-0.012305 ,0.002585  ,0.040792  ,0.092498  ,0.001358  ,0.001358  ,0.089601  ,0.153680  ,0.155996  ,0.155996  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.427341  ,-0.012418 ,0.000000  ,0.414738  ,0.087688  ,4.875337  ,0.802644  ,0.127183  ,4.869499  ,1.182529  ,0.141356  ,4.827448  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
0.427151  ,-0.011297 ,0.000000  ,0.427151  ,0.427151  ,0.510351  ,0.676091  ,0.922783  ,1.251584  ,-0.011297 ,-0.011297 ,-0.011154 ,0.003653  ,0.041645  ,0.093080  ,0.001711  ,0.001711  ,0.089107  ,0.152804  ,0.155173  ,0.155173  ,-0.000000 ,1.040000  ,2.080000  ,3.120000  ,4.160000  ,4.420801  ,0.427151  ,-0.011297 ,0.000000  ,0.414690  ,0.087682  ,4.875338  ,0.802596  ,0.127182  ,4.869499  ,1.182529  ,0.141356  ,4.827448  ,1.576414  ,0.177788  ,4.669051  ,1.974707  ,0.206684  ,4.420801  ,2.353234  ,0.223184  ,4.163794  
