# x0, x_solution, x_ref
0.365011  ,-0.006154 ,0.000000  ,0.365011  ,0.664841  ,1.830623  ,3.029678  ,4.229670  ,5.311003  ,-0.006154 ,-0.016235 ,0.154823  ,0.202434  ,0.198030  ,-0.005241 ,-0.033612 ,0.145693  ,0.039686  ,-0.003670 ,-0.185813 ,0.014797  ,0.204011  ,0.503841  ,1.669619  ,2.875133  ,4.074882  ,5.574882  ,0.365011  ,-0.006154 ,-0.033612 ,0.204011  ,1.415011  ,0.149998  ,0.000016  ,1.254011  ,2.464919  ,0.150748  ,-0.006692 ,2.304011  ,3.508812  ,0.200351  ,0.003137  ,3.354011  ,4.559024  ,0.199811  ,-0.001805 ,4.404011  ,5.312590  ,-0.218397 ,-1.552217 ,5.454011  
0.357979  ,0.000012  ,0.000000  ,0.357979  ,0.657797  ,1.830538  ,3.029594  ,4.229586  ,5.310951  ,0.000012  ,-0.010442 ,0.154828  ,0.202417  ,0.198030  ,-0.005123 ,-0.034852 ,0.140004  ,0.039668  ,-0.003656 ,-0.185702 ,0.014905  ,0.203021  ,0.496797  ,1.669534  ,2.875047  ,4.074783  ,5.574783  ,0.357979  ,0.000012  ,-0.034852 ,0.203021  ,1.414021  ,0.149998  ,0.000016  ,1.253021  ,2.463931  ,0.150734  ,-0.006562 ,2.303021  ,3.507822  ,0.200352  ,0.003153  ,3.353021  ,4.558031  ,0.199815  ,-0.001763 ,4.403021  ,5.312644  ,-0.217418 ,-1.551529 ,5.453021  
0.360797  ,-0.001233 ,0.000000  ,0.360797  ,0.660623  ,1.830204  ,3.029261  ,4.229253  ,5.310804  ,-0.001233 ,-0.011471 ,0.154830  ,0.202385  ,0.198030  ,-0.004788 ,-0.034136 ,0.141242  ,0.039640  ,-0.003629 ,-0.185372 ,0.015213  ,0.200203  ,0.499623  ,1.669199  ,2.874710  ,4.074452  ,5.574452  ,0.360797  ,-0.001233 ,-0.034136 ,0.200203  ,1.411203  ,0.149998  ,0.000016  ,1.250203  ,2.461117  ,0.150692  ,-0.006191 ,2.300203  ,3.505003  ,0.200357  ,0.003195  ,3.350203  ,4.555201  ,0.199827  ,-0.001646 ,4.400203  ,5.312797  ,-0.214629 ,-1.549531 ,5.450203  
0.364236  ,-0.001791 ,0.000000  ,0.364236  ,0.664058  ,1.830552  ,3.029608  ,4.229600  ,5.310963  ,-0.001791 ,-0.012125 ,0.154830  ,0.202427  ,0.198030  ,-0.005149 ,-0.034452 ,0.142160  ,0.039674  ,-0.003664 ,-0.185726 ,0.014882  ,0.203236  ,0.503058  ,1.669548  ,2.875062  ,4.074802  ,5.574802  ,0.364236  ,-0.001791 ,-0.034452 ,0.203236  ,1.414237  ,0.149998  ,0.000016  ,1.253236  ,2.464146  ,0.150737  ,-0.006590 ,2.303236  ,3.508037  ,0.200352  ,0.003149  ,3.353236  ,4.558247  ,0.199814  ,-0.001772 ,4.403236  ,5.312632  ,-0.217631 ,-1.551679 ,5.453236  
0.357575  ,-0.003646 ,0.000000  ,0.357575  ,0.657390  ,1.830569  ,3.029624  ,4.229616  ,5.310973  ,-0.003646 ,-0.014169 ,0.154818  ,0.202418  ,0.198030  ,-0.005171 ,-0.035083 ,0.143058  ,0.039677  ,-0.003657 ,-0.185747 ,0.014861  ,0.203425  ,0.496390  ,1.669565  ,2.875078  ,4.074821  ,5.574821  ,0.357575  ,-0.003646 ,-0.035083 ,0.203425  ,1.414425  ,0.149998  ,0.000016  ,1.253425  ,2.464334  ,0.150740  ,-0.006615 ,2.303425  ,3.508226  ,0.200352  ,0.003146  ,3.353425  ,4.558436  ,0.199813  ,-0.001780 ,4.403425  ,5.312622  ,-0.217818 ,-1.551810 ,5.453425  
0.357707  ,-0.000657 ,0.000000  ,0.357707  ,0.657487  ,1.830565  ,3.029621  ,4.229613  ,5.310966  ,-0.000657 ,-0.012156 ,0.154814  ,0.202419  ,0.198030  ,-0.005155 ,-0.038340 ,0.141385  ,0.039681  ,-0.003657 ,-0.185733 ,0.014876  ,0.203293  ,0.496487  ,1.669561  ,2.875074  ,4.074812  ,5.574812  ,0.357707  ,-0.000657 ,-0.038340 ,0.203293  ,1.414293  ,0.149998  ,0.000016  ,1.253293  ,2.464202  ,0.150738  ,-0.006598 ,2.303293  ,3.508094  ,0.200352  ,0.003149  ,3.353293  ,4.558304  ,0.199814  ,-0.001775 ,4.403293  ,5.312629  ,-0.217687 ,-1.551718 ,5.453293  
0.367199  ,-0.001548 ,0.000000  ,0.367199  ,0.667136  ,1.830906  ,3.029962  ,4.229954  ,5.311118  ,-0.001548 ,-0.007689 ,0.154878  ,0.202469  ,0.198030  ,-0.005501 ,-0.020474 ,0.138792  ,0.039670  ,-0.003700 ,-0.186074 ,0.014557  ,0.206199  ,0.506136  ,1.669902  ,2.875421  ,4.075152  ,5.575152  ,0.367199  ,-0.001548 ,-0.020474 ,0.206199  ,1.417199  ,0.149998  ,0.000016  ,1.256199  ,2.467103  ,0.150780  ,-0.006976 ,2.306199  ,3.511001  ,0.200346  ,0.003099  ,3.356199  ,4.561221  ,0.199801  ,-0.001896 ,4.406199  ,5.312472  ,-0.220563 ,-1.553714 ,5.456199  
0.383634  ,0.004732  ,0.057959  ,0.383634  ,0.683634  ,1.832851  ,3.031900  ,4.231891  ,5.311985  ,0.004732  ,0.004174  ,0.154959  ,0.202733  ,0.197949  ,-0.007451 ,-0.001860 ,0.130462  ,0.039823  ,-0.003987 ,-0.187924 ,0.012835  ,0.222634  ,0.522634  ,1.671847  ,2.877390  ,4.077076  ,5.577076  ,0.383634  ,0.004732  ,-0.001860 ,0.222634  ,1.433634  ,0.149998  ,0.000017  ,1.272634  ,2.483510  ,0.151006  ,-0.009000 ,2.322634  ,3.527441  ,0.200305  ,0.002730  ,3.372634  ,4.577721  ,0.199730  ,-0.002579 ,4.422634  ,5.311617  ,-0.236835 ,-1.563901 ,5.472634  
0.394023  ,0.002995  ,0.106212  ,0.394023  ,1.593783  ,2.787762  ,3.986276  ,4.750212  ,5.312013  ,0.002995  ,0.027021  ,0.147077  ,0.206776  ,0.179940  ,-0.008650 ,0.020023  ,0.100215  ,0.049769  ,-0.035115 ,-0.323868 ,0.048594  ,0.233023  ,1.432774  ,2.626403  ,3.831433  ,4.595053  ,5.578301  ,0.394023  ,0.002995  ,0.020023  ,0.233023  ,1.444024  ,0.149998  ,0.000017  ,1.283023  ,2.493884  ,0.151132  ,-0.010121 ,2.333023  ,3.537834  ,0.200272  ,0.002432  ,3.383023  ,4.588149  ,0.199686  ,-0.002998 ,4.433023  ,5.311127  ,-0.247130 ,-1.569394 ,5.483023  
0.401461  ,0.004294  ,0.051303  ,0.401461  ,1.600760  ,2.796358  ,3.994915  ,4.753115  ,5.312358  ,0.004294  ,0.045305  ,0.147996  ,0.206821  ,0.179866  ,-0.009486 ,0.034183  ,0.085681  ,0.049040  ,-0.035537 ,-0.326470 ,0.047368  ,0.240461  ,1.439753  ,2.635112  ,3.840071  ,4.597972  ,5.579121  ,0.401461  ,0.004294  ,0.034183  ,0.240461  ,1.451461  ,0.149998  ,0.000016  ,1.290461  ,2.501312  ,0.151209  ,-0.010818 ,2.340461  ,3.545275  ,0.200245  ,0.002195  ,3.390461  ,4.595614  ,0.199656  ,-0.003285 ,4.440461  ,5.310811  ,-0.254508 ,-1.572887 ,5.490461  
0.412132  ,0.010179  ,0.000000  ,0.412132  ,1.610932  ,2.807869  ,4.006497  ,4.756989  ,5.312820  ,0.010179  ,0.063831  ,0.149514  ,0.206882  ,0.179769  ,-0.010634 ,0.044726  ,0.071463  ,0.047825  ,-0.036112 ,-0.330027 ,0.045650  ,0.251132  ,1.449927  ,2.646809  ,3.851651  ,4.601871  ,5.580248  ,0.412132  ,0.010179  ,0.044726  ,0.251132  ,1.462133  ,0.149998  ,0.000015  ,1.301132  ,2.511972  ,0.151300  ,-0.011627 ,2.351132  ,3.555951  ,0.200205  ,0.001833  ,3.401132  ,4.606321  ,0.199615  ,-0.003672 ,4.451132  ,5.310413  ,-0.265103 ,-1.577281 ,5.501132  
